"April 27, 2010",5.80,5.90,5.80,5.80,11590000,0
"April 27, 2011",3.95,4.00,3.90,3.95,3020000,0
"April 27, 2012",3.30,3.40,3.15,3.25,3600000,0
"April 27, 2015",17.30,17.30,17.05,17.10,2990000,0
"April 28, 2009",2.75,2.85,2.70,2.75,4370000,0
"April 28, 2010",5.80,5.90,5.80,5.80,7230000,0
"April 28, 2011",3.95,4.00,3.85,3.95,1550000,0
"April 28, 2014",13.05,13.10,13.00,13.00,4090000,0
"April 28, 2015",17.10,17.40,17.00,17.20,1660000,0
"April 29, 2009",2.75,2.90,2.80,2.80,1920000,0
"April 29, 2010",5.80,5.90,5.80,5.80,4450000,0
"April 29, 2011",3.95,4.05,3.90,3.95,11930000,0
"April 29, 2011",3.95,4.05,3.90,3.95,11930000,0
"April 29, 2013",6.65,6.75,6.65,6.70,4580000,0
"April 29, 2014",13.00,13.20,13.00,13.05,3300000,0
"April 29, 2015",17.20,17.50,17.20,17.30,25200000,0
"April 30, 2009",2.80,2.90,2.75,2.85,3180000,0
"April 30, 2009",2.80,2.90,2.75,2.85,3180000,0
"April 30, 2010",5.80,5.90,5.80,5.80,4290000,0
"April 30, 2012",3.25,3.40,3.30,3.30,1110000,0
"April 30, 2012",3.25,3.40,3.30,3.30,1110000,0
"April 30, 2013",6.70,6.95,6.70,6.80,11280000,0
"April 30, 2013",6.70,6.95,6.70,6.80,11280000,0
"April 30, 2014",13.05,13.20,13.10,13.10,69200000,0
"April 30, 2014",13.05,13.20,13.10,13.10,69200000,0
"April 30, 2015",17.30,17.50,17.30,17.40,4950000,0
"April 30, 2015",17.30,17.50,17.30,17.40,4950000,0
"August 01, 2008",5.80,5.90,5.50,5.70,23760000,0
"August 01, 2011",3.55,3.60,3.50,3.50,985500,0
"August 01, 2012",3.80,3.85,3.80,3.80,1500000,0
"August 01, 2013",7.25,7.30,7.20,7.25,8040000,0
"August 01, 2013",7.25,7.30,7.20,7.25,8040000,0
"August 01, 2014",12.20,12.60,12.25,12.40,6180000,0
"August 02, 2010",5.85,6.00,5.90,5.95,10990000,0
"August 02, 2011",3.50,3.70,3.55,3.65,12040000,0
"August 02, 2012",3.80,3.95,3.80,3.85,5910000,0
"August 02, 2013",7.25,7.35,7.25,7.25,9790000,0
"August 02, 2013",7.25,7.35,7.25,7.25,9790000,0
"August 03, 2009",3.75,3.80,3.70,3.70,4730000,0
"August 03, 2010",5.95,6.15,5.90,6.00,33090000,0
"August 03, 2010",5.95,6.15,5.90,6.00,33090000,0
"August 03, 2011",3.65,3.75,3.65,3.70,57380000,0
"August 03, 2012",3.85,3.95,3.90,3.90,19480000,0
"August 03, 2015",14.40,14.50,14.10,14.15,13960000,0
"August 04, 2008",5.70,5.90,5.70,5.75,49780000,0
"August 04, 2009",3.70,3.90,3.70,3.75,8730000,0
"August 04, 2011",3.70,3.75,3.65,3.70,46410000,0
"August 04, 2014",12.40,12.70,12.45,12.50,4690000,0
"August 04, 2015",14.15,14.20,14.00,14.00,85740000,0
"August 05, 2008",5.75,5.90,5.75,5.80,18760000,0
"August 05, 2009",3.75,3.90,3.75,3.75,8540000,0
"August 05, 2010",6.00,6.05,5.95,5.95,10090000,0
"August 05, 2011",3.70,3.70,3.50,3.55,5450000,0
"August 05, 2013",7.25,7.35,7.10,7.30,11570000,0
"August 05, 2013",7.25,7.35,7.10,7.30,11570000,0
"August 05, 2014",12.50,13.00,12.50,12.60,22650000,0
"August 05, 2015",14.00,14.15,13.60,13.95,27590000,0
"August 06, 2008",5.80,5.90,5.55,5.75,8850000,0
"August 06, 2009",3.75,4.00,3.80,3.90,8680000,0
"August 06, 2010",5.95,6.00,5.90,5.90,6400000,0
"August 06, 2012",3.90,3.95,3.80,3.85,1270000,0
"August 06, 2013",7.30,7.35,7.30,7.30,1810000,0
"August 06, 2013",7.30,7.35,7.30,7.30,1810000,0
"August 06, 2014",12.60,13.00,12.60,12.95,11490000,0
"August 06, 2015",13.95,14.25,13.70,13.90,30580000,0
"August 07, 2008",5.75,5.85,5.55,5.75,14340000,0
"August 07, 2009",3.90,4.00,3.90,3.90,4280000,0
"August 07, 2012",3.85,3.95,3.85,3.85,3610000,0
"August 07, 2013",7.30,7.50,7.30,7.40,4230000,0
"August 07, 2013",7.30,7.50,7.30,7.40,4230000,0
"August 07, 2014",12.95,12.95,12.50,12.85,16410000,0
"August 07, 2015",13.90,14.95,13.95,14.55,1640000,0
"August 08, 2008",5.75,5.75,5.55,5.60,6420000,0
"August 08, 2011",3.55,3.60,3.30,3.40,11480000,0
"August 08, 2012",3.85,3.90,3.80,3.80,2410000,0
"August 08, 2013",7.40,8.00,7.40,7.70,13820000,0
"August 08, 2013",7.40,8.00,7.40,7.70,13820000,0
"August 08, 2013",7.40,8.00,7.40,7.70,13820000,0
"August 08, 2013",7.40,8.00,7.40,7.70,13820000,0
"August 08, 2014",12.85,12.90,12.55,12.80,5820000,0
"August 09, 2010",5.90,6.00,5.80,5.90,5710000,0
"August 09, 2011",3.40,3.45,3.20,3.25,1020000,0
